,doi,text,label,split
1077,10.1002/aenm.201800079,"Among the limited number of anode material options available, HC remains the material of choice at the moment.",no,test
1078,10.1016/j.nanoen.2018.03.069,"In summary, we have demonstrated graphitized carbon microspheres with onion-like structure as the host for metallic Na anodes to address the poor reversibility and large dimensional change issues.",macro,test
1079,10.1016/j.jpowsour.2019.04.038,"The unsolved issue lies in the manner that the tunnel phase and P2 layer phase connected to each other in this work, and thus it needs further investigation.",no,test
1080,10.1039/c8ta11955d,"As for dilute Na-vacancy diffusion in NaMnO2, the Na-diffusion channel becomes narrowed, and thus the Na-ion in the channel compresses the Mn-O bonds, which gives rise to higher energy barriers.",both,test
1081,10.1002/smll.201703425,Thicker FP coatings showed inferior wetting by electrolytes and reduced initial capacity.,macro,test
1082,10.1021/acs.jpclett.8b01285,The batteries based on the obtained CPFs indeed delivered much better electrochemical performance than the small molecular construction units without any complex post-treatments.,no,test
1083,10.1039/c8ee03727b,"Owing to the excellent abundance and availability of sodium reserves, sodium ion batteries (NIBs) show great promise for meeting the material supply and cost demands of large-scale energy storage systems (ESSs) used for the application of renewable energy sources and smart grids.",no,test
1084,10.1002/anie.201411788,A layered composite with P2 and O3 integration is proposed toward a sodium-ion battery with high energy density and long cycle life.,no,test
1085,10.1021/jacs.7b05176,"combination of Rietveld refinement, electrochemistry and XPS tests (Na layer spacing contracted from 3.45 to 3.37 A, the OCV increased from 3.68 to 3.82 V, and Ni 2p1/2 peak shifted from 871.4 to 872.9 eV upon Cu/Ti doping).",no,test
1086,10.1016/j.nanoen.2015.08.004,"Fortunately, billions years of creature evolution have provided us with various creature structures such as crab's shells, fly's plural eyes and shark's skin demonstrating their perfect functionality in different environments.",no,test
1087,10.1039/c5cc04229a,"Therefore, the sodium ions cannot diffuse at a sufficient rate, resulting in increased resistances.",both,test
1088,10.1002/anie.201900005,This simple low-temperature strategy is more cost-effective compared with the conventional high-temperature methods.,no,test
1089,10.1039/c9ta04274a,"Theoretically, when the mNa/mFe is close to 1, the theoretical specific capacity is up to the maximum value of 128 mA h g-1, but whether it can achieve this value remains to be determined.",macro,test
1090,10.1016/j.nanoen.2018.07.042,"Therefore, the rational design of phase-transition-free layered oxides with wide operating voltage range may provide a promising approach to achieving high capacity and high cyclic stable for sodium ion battery electrode, yet, it is still a tremendous challenge.In order to solve this problem, herein we report a new layered triclinic (P_1) manganese-based oxide with copper doping i.e., Na2.3Cu1.1Mn2O7-d (NCM) material, which shows a typical solid-solution behavior with a record wide voltage range of 2-4.5 V and a negligible volume variation during the sodium ion deintercalation and intercalation.",no,test
1091,10.1016/j.ssi.2014.03.011,"Similar to the Li-battery scene, research on sodium batteries is dominated by the design of new electrode materials and compositions, where 'polyanionic' framework compounds offer a large playground for cathode discovery.",no,test
1092,10.1002/anie.201411788,"With the average voltage of 3.2 V, the energy density of this material is calculated as approximately 640 Wh kg-1, which is the largest value of all the reported positive electrode materials for SIBs, and is comparable to the state-of-the-art lithium-ion batteries.",no,test
1093,10.1016/j.electacta.2018.07.111,"Until now, only a few kinds of cathode materials can serve as Mg2+ ions insertion hosts and it is difficult to significantly improve the kinetic of electrodes by merely exploring the cathode materials [,].",micro,test
1094,10.1021/acsami.6b14196,"Moreover, the limited and unevenly distributed global lithium resources significantly limit the expansion of large-scale LIBs in these fields.",intro,test
1095,10.1016/j.jeurceramsoc.2019.08.001,"The following report focuses on the synthesis, structural characterization of mullite like alumina phase, which is metastable.",no,test
1096,10.1002/aenm.201800212,"The cycling stability of the PBQS electrode in SIBs is not as good as that in LIBs, probably due to the poor compatibility between the Na anode and the adopted electrolyte.",both,test
1097,10.1039/c9ta06389g,"The technical conditions of XPS need to be updated, such as in situ measurements based on synchrotron radiation sources, in order to resolve the abovementioned issues.",intro,test
1098,10.1016/j.jpowsour.2013.07.112,"However, these batteries have less-than-ideal operating conditions for practical industrial applications.",no,test
1099,10.1016/j.ssi.2018.02.039,"In summary, our first-principles calculations demonstrate that Na2MnO3 possesses good properties for potential application as cathode materials for Na ion batteries, comparing with that of Li2MnO3 as cathode materials for Li ion batteries.",no,test
1100,10.1039/c4ta00230j,"Na3V2(PO4)3, with a NASICON (Na Super Ionic Conductor)-type framework reported to be a fast ionic conductor, recently has been investigated as a prospective cathode material for SIBs.",no,test
1101,10.1039/c6ta09809f,"Over 100 cycles with the 2C rate, 80% of the capacity is retained at 80 degC, while the two previous reports in the literature on full all-solid state cells could only demonstrate up to 10 or 26 cycles, respectively, and worked only at high temperatures.",no,test
1102,10.1002/anie.201701213,"A stable voltage plateau at 3.8 V (vs. Na+/Na) related to CuII-CuI is attained, which is to our knowledge the highest redox potential reported in the metal-organic electrode materials to date.",no,test
1103,10.1002/aenm.201800079,"In terms of gravimetric and volumetric energy density, SIBs can compete with some of the most successful LIBs, such as the LiFePO4 and LiMn2O4 batteries.",no,test
1104,10.1021/acs.jpcc.7b05303,MoX2 and WX2 were found to have lower voltages while those of NbX2 and TaX2 were higher than 1.5 V.,no,test
1105,10.1039/c3ra42897d,Ex situ XRD and ICP studies performed on cathode samples recovered from test half-cells suggested that manganese dissolution may be the major cause for the capacity fading during electrochemical cycling versus sodium.,both,test
1106,10.1016/0167-2738(93)90371-9,"When the resistivities of the doped electrolytes were normalized to account for increased grain size relative to undoped samples, it appeared that the most effective additions for improving electrolyte conductivity were MgO and Nb2O5.",no,test
1107,10.1002/aenm.201400133,The current investigation delivers an important message that promising aqueous batteries for grid-scale ESSs could come to fruition by finding and optimizing previously uncommon battery materials.,no,test
1108,10.1002/cssc.201702436,"Even worse, the formation of graphite intercalation compounds is energetically unfavorable in SIBs.4 Therefore, there is an urgent need to develop suitable anode materials for SIBs.",no,test
1109,10.1021/acsami.6b03969,"From the experimental data together with theoretical calculations, it can be observed that the Na2FeSiO4 cell volume did not change during charge and discharge processes.",no,test
1110,10.1021/acs.jpcc.7b07920,"However, they suffer from low specific capacities (a 1/4 60 mAh g a1 ).",macro,test
1111,10.1039/c4ta03922j,"For example, Su et al. fabricated LiFePO4 nano/microspheres using phytic acid as a biomass precursor, which showed excellent performance for lithium ion batteries.",no,test
1112,10.1016/j.cej.2019.122934,"The need to recycle waste products, convert and reuse them for different high-value applications is a very up-to-date, utmost important topic.",no,test
1113,10.1002/smll.201801246,"When the current density was raised from 800 to 1600 mA g-1, there was a sharp increase of polarization voltage and rapid decrease of specific capacity, illustrating the distortion of framework structure.",both,test
1114,10.1016/j.cossms.2012.04.002,"In light of possible concerns over rising lithium costs in the future, Na and Na-ion batteries have re-emerged as candidates for medium and large-scale stationary energy storage, especially as a result of heightened interest in renewable energy sources that provide intermittent power which needs to be load-levelled.",no,test
1115,10.1002/adma.201100904,"However, in the bulk material, the discharge capacity should decrease dramatically at rates higher than 2 C because of the limitation in Na ion diffusion.",both,test
1116,10.1016/j.commatsci.2014.11.021,It can be seen from Table 1 that the GGA method gives a good estimation of the lattice constant.,no,test
1117,10.1039/c6ra04731a,"The broad anodic peak between 2.2 and 2.8 V at 200 mA g-1 (Fig. 4b) might be attributed to the Na-Fe2O3 conversion process, or parasitic reaction.",no,test
1118,10.1021/acsami.8b06706,"However, the state-of-the-art separators cannot meet the engineering needs of large-scale sodium-ion batteries to match the intensively investigated electrode materials.",intro,test
1119,10.1016/j.jpowsour.2013.06.159,"However, Na-alloys suffer from huge volume changes upon uptake/removal of Na, which are even larger than those for Li-alloys, thus posing greater limitations for the realization of durable electrodes.",micro,test
1120,10.1039/c5ra25645c,"In summary, WSe2/C nanomaterials were synthesized using solid-state reaction in which W powder, Se powder, and Super P carbon black were annealed in a vacuum glass tube after high energy ball milling.",no,test
1121,10.1021/acsami.7b02385,"Furthermore, the electrode stability of Na2FeSiO4 is urgently needed to be investigated for potential large-scale applications.",micro,test
1122,10.1039/c3cc47557c,The functional properties of this compound are derived from the use of the vanadium 3+/4+ redox couple in a rhombohedral phosphate framework.,no,test
1123,10.1039/c8ta03543a,"In summary, to address the capacity fading issue of manganese-based electrodes caused by the Mn3+ disproportionation reaction and manganese dissolution, environmentally friendly K0.3MnO2 nanosheets and diglyme-based electrolytes were used to fabricate a SIB.",both,test
1124,10.1007/bf00615898,"The present communication reports the results of some melting-crystallization studies, undertaken to characterize the thermal behaviour of the sulphur electrolyte.",no,test
1125,10.1021/acs.chemmater.8b00179,Despite 40 years of research the interrelation between crystal structure and Na-ion conduction is still controversially discussed and far from being fully understood.,micro,test
1126,10.1002/aenm.201902918,"However, they lack fundamental understanding on the effect of Mn substitution, i.e., how the structural and electrochemical properties of the NVP cathode can be varied upon different levels of substitution.",micro,test
1127,10.1039/c8ee03727b,"Furthermore, battery manufacturers often prioritize performance and cost to increase market share without considering the design of battery recyclability.",no,test
1128,10.1039/c7ta05361d,"However, the development of ARSBs is blocked by the unbalanced development of electrode materials.",macro,test
1129,10.1039/c5ra06336a,"However, sodium alloying reaction leads to lower capacity in respect to lithium in view of the limited alloying-degree achieved during the process, due to the large ionic radius of sodium.",intro,test
1130,10.1039/c7nr01280b,"Furthermore, the super long cycle performance of the NVP@3D-NSC at a high current density of 20 C for NIBs is also demonstrated, as shown in Fig. 6c.",no,test
1131,10.1039/c7ta05680j,"For both NFPF-P and NFPF-450/Ar, there is a dramatic drop-off in specific capacity at rates higher than 2 mV s-1 whereas NFPF-rGO retains much of its capacity (~64%; 70 mA h g-1) at 10 mV s-1 (charging time of 3.3 min).",macro,test
1132,10.1016/j.electacta.2019.135502,The charge-transfer reaction resistance (Rct) accounts for the activation barrier to sodium access at the electrode.,no,test
1133,10.1039/c6ee00640j,"Nevertheless, when looking at the energy storage capacity over lifetime, achieving a high cycle life and good charge-discharge efficiency is fundamental.",no,test
1134,10.1002/aenm.201601602,"Although the precursor used for the preparation of MoS3 in this study (e.g., (NH4)2MoS4) is still not sufficiently cost effective, we note that amorphous MoS3 can be alternatively prepared on a large scale by ball-milling a mixture of Mo and S powders.",no,test
1135,10.1039/c6ta09822c,"As for the A2 and B1 configurations (Fig. 8), although it is unstable for Na+ staying on top of the benzene ring between two well-stacked graphdiyne layers, the structure may exist on the surface or non-well stacked graphdiyne layer of the GDY (124 mA h g-1, NaC18).",no,test
1136,10.1016/j.jpowsour.2014.06.049,"While similar inversion reactions have not yet been reported in case of Na intercalation in MoS2, it is nevertheless worth analyzing their reaction energetics considering close magnitudes of the electronegativities of Na and Li.",micro,test
1137,10.1016/j.jpowsour.2014.06.049,"However, due to the larger size of Na ion (1.02A vs. 0.76A for Li), Na intercalation in graphite is highly inefficient--Na can only form an eighth-stage intercalation compound NaC64 with graphite with a very poor capacity.Among the non-carbon layered materials that are being explored as effective electrode materials for NIBs, titanates and titanium phosphates have demonstrated a maximum capacity in the range of 100-140mAhg-1and.",no,test
1138,10.1021/acs.jpcc.7b05303,"To summarize, we have performed a series of DFT calculations to investigate the electrochemical properties of a group of TMDs intended for use as novel electrode materials.",no,test
1139,10.1039/c6cp02049f,"Here, we also clarify the lithiation, sodiation and magnesiation mechanisms of black phosphorus.",no,test
1140,10.1021/jacs.6b05382,The second pathway proposes that the transport of superoxide in an ether-based electrolyte results in the nucleation and growth of NaO 2 particles.,no,test
1141,10.1039/c9ta08603j,"The rapid precipitation process usually causes [Fe(CN)6]4- vacancies in the resultant PBM framework, and the [Fe(CN)6]4- vacancies were occupied with coordinated H2O, which may hinder the Na+ migration and also results in poor electronic conductivity due to the disrupted cyano-bridged framework, which lead to sluggish reaction kinetics.",micro,test
1142,10.1039/c6ee00640j,"Still significant improvement potential is given, especially by reducing the environmental impacts associated with the hard carbon production for the anode and by reducing the nickel content in the cathode active material.",no,test
1143,10.1002/anie.201912272,"When all sodium ions are extracted, the framework would collapse and the oxalate decomposes, which is in agreement with the experiments described above.",no,test
1144,10.1039/c8ta90051e,The erroneous Na reference energy led to mistaken Na adsorption energy and then the average voltage.,no,test
1145,10.1039/c6cp00070c,"The primary conclusions for the individual systems can be summarized as follows:(1) Fe-based polyanion: for the Fe-based compounds, the derived structural parameters and the computed redox potential energy appear to be in reasonably good agreement with the experimental data.",no,test
1146,10.1002/chem.201700742,"This method is so versatile that MCs with different compositions, size, and morphology could be wrapped into 3DG.",no,test
1147,10.1002/aenm.201903712,"It is noteworthy that it delivers an ultrahigh irreversible specific capacity about 3000 mA h g-1, which indicates the formation of SEI and the decomposition of electrolyte.",both,test
1148,10.1016/j.cej.2019.122455,"The N and S co-doped carbon fibers not only sustained the structure against expansion pressure, but also increased the density of active sites to take up Na+.",no,test
1149,10.1039/c5ta02043c,Developing new approaches to improve the performance of organic electrodes for rechargeable sodium batteries is important.,intro,test
1150,10.1002/aenm.201700545,"Beyond solar batteries, the novelty of the in operando liquid-junction photo-electrochemical cell and methodology established in this work are applicable to a wide variety of fields where light-structure-function relationships are important and elusive.",no,test
1151,10.1016/j.ssi.2012.09.019,"However, the interaction with water has been shown to lead to degradation in both b-alumina and NASICON, which can be an important factor in some applications, so electrolytes with improved stability are needed.",both,test
1152,10.1039/c6cp00070c,"(2) Mn-based polyanion: for the Mn-based polyanion, Jahn-Teller effects induce a high degree of distortion for the MnO6 octahedra during the oxidation process.",no,test
1153,10.1016/j.scriptamat.2019.01.030,There are no conflicts to declare.,no,test
1154,10.1016/j.cej.2018.01.118,"Therefore, the development of a highly efficient and cost-effective processes for the scalable production of TMD-combined porous GC structures is desired [22-24].",intro,test
1155,10.1021/acsami.9b01484,"We put forward that the insertion of sodium into Na x VO 2 enhances the overall repulsive electrostatic interactions at the transition-state structure for gliding, which induces larger energy barriers.A general observation from the results obtained in Section is that Na ions prefer to avoid tetrahedral-like coordination at the transition state of the gliding process.",no,test
1156,10.1016/0167-2738(93)90371-9,"The effect of trace concentrations of metal oxides, Zn, Mg, Nb and Ge, on the intermediate temperature resistivity of Na-b''-alumina electrolytes was investigated.",no,test
1157,10.1002/anie.201908830,"Raman spectra together with DC-DFTB-MD simulations revealed that almost all water molecules were coordinated with cations with negligible hydrogen bonding present, which results in a significant extension of the electrochemical potential windows to about 2.7 and 2.5 V (at Pt) for Na and K salts hydrate melts, respectively, primarily through a thermodynamic mechanism (lowered HOMO level).",no,test
1158,10.1002/celc.201801252,"The ionizable groups in the chain structure, such as -ONa,28 -COONa,29 and -SO3Na groups,30 constitute a key strategy to solve this issue.",no,test
1159,10.1021/acsami.9b05667,"Nevertheless, it is not satisfactory for practical SIB application in terms of high cycled stability and high-rate capability.",intro,test
1160,10.1002/aenm.201400133,"It should be noted that although rechargeable batteries are usually measured in the conditions where charging is measured at a lower rate than discharging to simulate the discharging-limiting situations, we tested the cells in opposite conditions because the cycling performance (Supporting Information, Figure S9) measured at the same C-rates for charge and discharge turned out to be inferior to that of the given opposite condition.",macro,test
1161,10.1002/adma.201800028,"However, all previously reported stimuli-responsive energy storage devices have rather low energy densities (<250 Wh kg-1) and single stimuli-response, which seriously limit their application scopes in intelligent electronics.",intro,test
1162,10.1021/acsami.5b11954,"Unfortunately, they delivered limited reversible capacity of <=160 mAh g-1 and suffered with poor cycle and rate performance because of structural instability.",both,test
1163,10.1016/j.jpowsour.2012.10.025,These results strongly suggest that the exchange of sodium atoms between different sites in hard carbon is slow in NMR time scale.,no,test
1164,10.1002/chem.201501485,"As plotted, only a pair of reversible redox peaks assigned to FeII/FeIII couples were detected for our Na2Ni1-xCuxFe(CN)6 compounds.10, 14 This is mainly ascribed to NiII and CuII being electrochemically inactive within the limited electrochemical window of the aqueous electrolyte, in contrast to the copper redox-based layered oxides measured in NaPF6/PC-based organic electrolyte.32, 33 The different CV curve shown for NCF probably results from more complex or undesirable reactions that occur at a lower sweep rate, which was also observed for the copper(III) hexacyanoferrates.28 Importantly, the anodic (Eap) and cathodic (Ecp) potentials for the FeII/FeIII couples sequentially increased with increasing CuII ratio, as shown in Figure 3 b.",no,test
1165,10.1016/j.commatsci.2015.04.027,"This is because an electron transferred from a transition metal ion to a lithium (or sodium) ion experiences significantly less self-interaction, leading to underestimation of the energy required for this redox process.",both,test
1166,10.1016/j.jpowsour.2014.06.049,"Finally, given the close structural and chemical similarities between MoS2 and other transition metal dichalcogenides such as WS2, MoSe2 and WSe2, our study should motivate a thorough investigation of Na intercalation in several transition metal dichalcogenides.",no,test
1167,10.1021/acsami.8b07031,The in-plane structural disorder of the host titanate layer introduced by the exfoliationarestacking route has detrimental effect on the SIB electrode performance of the resulting nanocomposite.,both,test
1168,10.1039/c8dt03595d,"For the first time, the reasons behind the poor stability of MNHCFs are determined and the effect of the partial substitution of manganese by cobalt or nickel in hexacyanoferrates is described.",intro,test
1169,10.1002/celc.202000116,The well-matched technology of cathode and anode in Na-ion full batteries is highly challenging yet critically important in practical applications.,micro,test
1170,10.1002/ente.201700932,"As only slight improvements for the SiOCDC were obtained compared to the SiOC, we may conclude that the electrochemical performance of SiOC is not fully explained by the free carbon phase.",micro,test
1171,10.1021/acsami.5b12620,"Besides, the coordinated water molecules will compete with Na+ to occupy the interstitial sites, thus blocking off the Na+ insertion reaction.",both,test
1172,10.1002/jcc.25582,A method for approaching such nonequilibrium states has not yet been established experimentally or theoretically.,intro,test
1173,10.1016/j.commatsci.2015.04.027,"Our first-principles results suggest that layered NaCoO2, NaCrO2 and NaNiO2 are viable candidates for large-scale applications.",no,test
1174,10.1039/c5nr02064f,"Their specific capacities still are not high enough to meet the requirements of the applications, however.",macro,test
1175,10.1016/j.apsusc.2015.10.050,MXenes are found to be promising electrode materials for energy storage applications.,no,test
1176,10.1039/c4ta00230j,"Consequently it is of significant importance to the field to explore the ion migrated mechanism and the probable ion pathways, which would be of great importance to understand electrochemical behaviours of Na3V2(PO4)3.In this work, Na3V2(PO4)3 has been synthesized by a novel solution-based carbothermal reduction (S-CTR) method and used as a cathode material to construct Na3V2(PO4)3/NaClO4/Na sodium-ion batteries for investigation.",no,test
1177,10.1021/acsami.9b01239,"PEO-based APEs with low ionic conductivities at room temperature exhibit inferior battery performance, which allow researchers to seek efficient strategies to resolve this ion-conducting issue.",macro,test
1178,10.1021/acs.jpcb.7b10589,"All lines show highly oscillating behavior with the short time interval of t < 10 ps, because of numerical instability arising from the denominator of t in eq .",no,test
1179,10.1016/j.electacta.2016.03.007,"Although the cycling performance needs to be improved, this system can be a promising lost cost alternative for the current aqueous secondary batteries especially in terms of the high voltage and high power application.",macro,test
1180,10.1016/j.ssi.2019.03.025,"The present study aimed to understand the defect chemistry, Na ion migration and the dopant properties in Na3V(PO4)2 using well-established atomistic simulation technique.",no,test
1181,10.1021/acs.jpcc.6b04729,"Fujii et al. showed that for LiFSI-[EMIm]FSI, Li ion preferentially binds to the cis isomer configuration; however, from Figure 1a, in the case of Na ion, it is difficult to predict the preferential binding as only small changes occur in the peak intensities.",micro,test
1182,10.1039/c5ee00695c,"Even more seriously, the formed NaOH and Na2CO3 are electrical insulators; this, in turn, increases the resistance of the active mass.",both,test
1183,10.1039/c6ta01342b,Further investigations of XRD and XPS reveal that the best performing electrode features a 3% oxygen vacancy in the structure of MoO3-x.,no,test
1184,10.1016/j.carbon.2015.05.092,"However, larger polarization of more than 2V severely deteriorates the performance of Na/CFx cell.",both,test
1185,10.1016/j.jssc.2017.06.021,"In their studies Mahmoud et al. and Kunduraci et al. separately confirm that the particle size affects the electrochemical performance of electrode materials, mainly at high current densities.",both,test
1186,10.1002/celc.201600221,"Most importantly, the NaFSI/PEO blended polymer electrolyte displays excellent interfacial stability with Na metal in Na/Na cells and good cycling performance in prototype cells with Na0.67Ni0.33Mn0.67O2 as the cathode material.",no,test
1187,10.1002/aenm.201702588,"In contrast, in LIB, the mechanical stable state cannot be reached at the end of first cycle, and further microstructure damages take place during subsequent electrochemical processes and deteriorate the performance.",both,test
1188,10.1021/acs.nanolett.5b00705,"For this certain size, it is more difficult for Na ions to transport, as.",no,test
1189,10.1016/j.commatsci.2014.11.021,"However, the lattice parameter c increases slightly in the range of 1/3 x 1 and then decreases greatly in the range of 0 x 1/3.The volume change of unit-cell in the range of 1/3 x 1 is very small.",no,test
1190,10.1039/c7ra06777a,"Apart from this, however, the same trend is followed as for Li-GICs and K-GICs.",no,test
1191,10.1016/j.electacta.2018.07.111,"Despite the advantages of triglyme, the high viscosity nature (1.6 cP) is not beneficial for the ions migration in the electrolyte, which will lead to poor electrochemical performances at high current densities, and high working temperature may be needed for the electrochemical performance measurements [,].",micro,test
1192,10.1039/c7ta01820g,"More importantly, the NaFNFSI-based SPE can also afford high initial reversible capacity (e.g., 122.4 mA h g-1 at 0.1C), good cycling performance (e.g., a capacity retention of 70% after 150 cycles at 1C), and excellent current-rate capability for the Na|SPE|NaCu1/9Ni2/9Fe1/3Mn1/3O2 cell.",no,test
1193,10.1039/c9nr90160d,"Correction for 'Ionic-liquid-bifunctional wrapping of ultrafine SnO2 nanocrystals into N-doped graphene networks: high pseudocapacitive sodium storage and high-performance sodium-ion full cells' by Yan Yang et al., Nanoscale, 2019, DOI: 10.1039/c9nr02542a.",no,test
1194,10.1016/j.jpowsour.2019.227016,"Therefore, direct synthesis of sodium transition-metal phosphates with olivine structure is desired, especially for a low-cost nontoxic metal such as iron and manganese.",no,test
1195,10.1039/c3ta14486k,"In light of the complicated Na-ion storage mechanism, although important progress has been reported recently, it is a big challenge to find a suitable host material to accommodate more Na-ions and allow their reversible and rapid ion intercalation and de-intercalation in addition.",micro,test
1196,10.1016/j.carbon.2019.02.004,"It is worth noting that the charge curve of the 1st cycle, which shows a relatively large polarization, is significantly different from that of the 2nd cycle, suggesting that NFP may undergo an irreversible phase transition during the first desodiation process.",micro,test
1197,10.1016/j.electacta.2017.03.031,The origins of the structural differences are discussed as well as their consequences for properties of battery electrolytes and battery usage-especially targeting the current large interest in highly concentrated electrolytes.,no,test
1198,10.1039/c5ra21589g,It's necessary and urgent to develop the non-carbon materials to replace the graphite materials for SIBs.,intro,test
1199,10.1021/acsami.8b14918,"Therefore, the above results indicate the good performance and high stability of the biocompatible symmetric battery.Moreover, the energy density of the fabricated biocompatible sandwich symmetric battery is also investigated.",no,test
1200,10.1039/c9ta90027f,"Executive Editor, Journal of Materials Chemistry A",no,test
1201,10.1039/c7ta00314e,"Therefore, a promising route to improve all-solid-state batteries' rate performance is proposed.",no,test
1202,10.1021/cm403728w,Note that this disorder may also introduce additional disorder in the two Na sublattices.,micro,test
1203,10.1021/acs.chemmater.6b03403,The additive molecules have significantly low barriers for decomposition and therefore decompose first.,no,test
1204,10.1039/c7cp00037e,"This may also explain the low volume change (~2%) upon cycling, since the Na+ ions play less of a role in supporting the structure mechanically during cycling, in contrast to the case of layered NaxMO2.With a ""liquid-like"" low energy pathway within each local loop (average local barriers = 0.11 eV), it is anticipated that intra-ring ionic motion will be highly correlated.",both,test
1205,10.1039/c8ta07933a,"As a result, electrochemical performance lags the potential.",no,test
1206,10.1039/c8ce01532e,Note that the two phases present in the multiple phase region have very similar lattice parameters and thus are difficult to reliably deconvolute within the refinements.,micro,test
1207,10.1039/c4ra01391c,"As the applied current was increased, the capacities of all samples decreased; this observation can be ascribed to an increase in over-potential resulting from the lack of reaction time for mobile cation intercalation into the crystal lattice, as only the surface of the active materials participates in the reaction.",both,test
1208,10.1039/c7ta00114b,The semiconductor nature of pyrite as well as the dissolution of polysulfide and the destruction of the morphology of pyrite during the charge/discharge process are the main reasons for the abovementioned two drawbacks.,micro,test
1209,10.1016/j.jpowsour.2018.08.042,"Even though the capacity and stability of NaVO3 need to be improved, our work will propel more studies on understanding the charge-discharge mechanisms of anionic reactions in sodium-ion cathodes.",no,test
1210,10.1002/qua.24217,"When lanthanum and oxygen vacancies are coincidentally doped, sodium ion is inserted at A-site.",no,test
1211,10.1021/jacs.8b11388,A high discharge capacity of 105 mAh g a1 was obtained from Na 3 MnZrA(PO 4 ) 3 with a small variation of lattice parameters and a small volume change on extraction of two Na + ions per formula unit.,no,test
1212,10.1016/j.jpowsour.2018.07.006,"However, poor electrical conductivity and decreased Na-ion diffusion mobility in bare NVP have been the obstacles to restrict the utilization of this material.",micro,test
1213,10.1002/cssc.201600117,"This approach not only enables the synthesis of dMLG, but can also mitigate CO2 emission.",no,test
1214,10.1016/j.jpowsour.2019.227617,"As a proof of concept, we demonstrated that the decomposition of the sacrificial organic material leads to enhance the specific capacity in the full-cell system, but the electrochemical results are mitigated by the high irreversibility caused by the side products coming from the sacrificial template decomposition.",both,test
1215,10.1016/j.jeurceramsoc.2009.04.019,"As found, the binder content less than 6wt% with respect to the ceramic powder could not provide the green tape with a sufficient strength to support the post handling, whereas the binder content over 10wt% led to high viscosity of the slurry and made it much difficult to obtain a homogeneous mixture.",micro,test
1216,10.1039/c8qi00185e,We further showed that the position of Bragg peaks and intensity of the X-ray diffraction pattern of the rhombohedral phase are largely influenced by the composition and disorder of the structure which can lead to the misinterpretation of the data.,both,test
1217,10.1021/cm304127c,"It is likely associated with initial CO2 adsorption in the original material in view of its microporous framework and porous morphology, formation of weak complexes by combining CO2 and IL capping species, as well as degradation and decomposition of IL capping layer at higher temperatures.",micro,test
1218,10.1016/j.jpowsour.2017.10.019,Our results reveal that Na2Mn3(P2O7)2 exhibits an electrochemical activity in the voltage range of 1.5V-4.5V vs. Na+/Na when using as the cathode material for SIBs although it gives a limited rate capability and poor capacity retention.,macro,test
1219,10.1002/admi.201801342,"When the interlayer was not present, the electrode capacity decayed rapidly and dropped to below 60 mA h g-1 after 20 cycles.",both,test
1220,10.1039/c7nr01280b,Fig. 5d shows the long cycle performance of the NVP@3D-NSC at 10 C after 2000 cycles.,no,test
1221,10.1021/acs.chemmater.6b03403,"Another observation suggests that the preferred reduction state of an EC molecule changes when it forms a dimer with additive molecules, and these reduction states have different decomposition pathways which leads to formation of different SEI compounds.",no,test
1222,10.1002/aenm.201700514,"- The positive electrode is the main limiting factor for the gravimetric capacity of the battery and no material has yet shown capacities equal to those of Li-ion battery cathodes (typically, stable specific energies of [?",no,test
1223,10.1021/acsami.7b09658,"However, of little notice is the fact that the exact role of lattice water is unclear during cycling.Herein, we take advantage of lattice water in birnessite-type sodium manganese oxide (Na0.33MnO1.67*0.37H2O) to promote the comprehensive electrochemical performance.",no,test
1224,10.1039/c6cp00651e,The inferior behaviour of triglyme is likely due to the less ideal ion coordination.,micro,test
1225,10.1016/j.nanoen.2016.04.021,"Though further effort is needed to improve its performances, it is believe that Fe2(MoO4)3 is very valuable to be investigated.",intro,test
1226,10.1016/j.nanoen.2017.11.042,"However, such modifications are usually achieved by wet chemistry approaches, making it difficult to control the particle size and thus leading to incompact interfacial contacts between the components in batteries.",both,test
1227,10.1002/cssc.201600117,"Na has the advantage of low cost, owing to its global abundance and variety of source materials.",no,test
1228,10.1002/adfm.201701768,"- However, the conventional GF/PVdF-HFP gel-polymer electrolyte shows poor pathways for ion transfer because of its unsuitable pore size.",both,test
1229,10.1016/j.ssi.2019.115187,"In contrast, the positive value of these adsorption energies means that adsorbed Li atoms in two and three layers are unstable.",micro,test
1230,10.1016/j.jpowsour.2017.09.033,The electrochemical performance of these materials is comparable to that of other materials which operate through displacement reactions and is surprisingly better in sodium ion batteries in comparison with lithium ion batteries.,no,test
1231,10.1021/acs.chemmater.9b00471,Reducing the potential lower than a1.3 V vs SHE resulted in an irreversible loss in the crystal structure and a change in the charge-storage mechanism.,micro,test
1232,10.1021/acsami.8b00614,"However, the dopant of Cu atom can further enhance the thermal stability of the layered structures, which is an important reason for the increased ratio between the layered and tunnel structures in the experiments.",micro,test
1233,10.1039/c5ra25345d,"However, for the 2 h and 12 h samples, slightly aggregation and distortion are observed, which may affect the connection between the active materials and electrolyte.",micro,test
1234,10.1021/acsenergylett.8b00919,"In summary, the use of an aqueous/nonaqueous hybrid electrolyte providing.",no,test
1235,10.1016/j.solidstatesciences.2018.10.017,XRD analysis with Rietveld refinement revealed contaminations for samples with x = 2.0.,no,test
