doi,text,label,split
10.1021/acs.chemmater.5b00943,"Importantly, by avoiding the large voltage difference between the anodic and cathodic plateaus, we show that with the alternative operating window, i.e., 2.0-4.0 V (vs Na), as informed by our comprehensive understanding of the phase evolution, the cycling performance can be improved by ~25%.",both,dev
10.1039/d1ta01164b,"The overall increase in dinterslab in the O3-O'3-P3 transition of Mg-Ti-sub is 1.6% (0.7% in the O3-O'3 transition and 0.9% in the O'3-P3 transition), which is much lower than 2.8% in the prior single-phase O3 region of Mg-Ti-sub (Fig. 7b) and 4.9% in the O3-O'3-P'3 transition of Non-sub (Fig. 7a).",no,train
10.1039/c7ra13441j,"Thanks to the improved electronic conductivity and enhanced pseudocapacitive charge storage, the NVPF@C@rGO hybrid electrode demonstrated a superior rate capability with a discharge capacity of 64 mA h g-1 at 70C rate and ultralong cycle life over 4000 cycles with a capacity retention of 81% at 30C rate.",both,train
10.1016/j.jpowsour.2017.10.019,"With increasing the iron doping content x to 1, 1.5 and 2, the capacity ratio of 96.9%, 90.6%, and 98.7% with the initial capacity can be observed after 30 cycles, illustrating that sodium (de)intercalation in this material can be improved considerably with Fe-doping.",both,test
10.1016/j.jpowsour.2010.01.019,"The Li0.97Na0.03FePO4/C sample showed the highest reversible capacity and improved rate capability, which might be attributed to its larger lattice parameters in a and c than those of other samples prepared in this study.",both,dev
10.1016/j.jallcom.2017.02.075,The markedly increased peak current of the Na2FePO4F/C samples indicated that the Na2FePO4F/C electrode had excellent electrochemical reaction kinetics.,both,test
10.1021/acsami.7b15590,"In addition, Na-O length increases from MFCM-1 to MFCM-4 in Table .",no,train
10.1002/adfm.201801898,"Importantly, buckyballs with an uniform particle size and a homogeneous distribution not only bestows an improved electrode/electrolyte interface for electrochemical reaction, but also ensures a better contact toward current collector and thereby increases the Na-ion diffusion properties and conductivity profiles as well.",both,train
10.1016/j.jpowsour.2019.02.061,"With the Mg content increased, the radius increased gradually, indicating the slower Na+ insertion and extraction, which probably results in deteriorative rate performance.",no,dev
10.1039/d1ta07940a,"Despite their improved performance, they continue to show some instability in air and further improvement of their extended cycling is certainly required in order to commercialize these materials.",both,test
10.1039/c9ra05089b,"To further illustrate the improved properties of the moderately carbon-coated samples, the kinetic properties of the composites were investigated by EIS analysis, which was measured after 10 cycles.",no,train
10.1016/j.matlet.2019.07.001,"This special morphology and architecture of the yarn-ball-like nanofibers can not only achieve better electrochemical properties through better electrolyte contacts, less volume expansion, and shorter Na-ion diffusion route, but also increase the tap-density of material compared with the nanofibers.",both,train
10.1039/c5ta05939a,"As the applied current density increased to 3.84 A g-1 (30C), the cathode can still achieve a high reversible capacity of 57 mA h g-1.",no,train
10.1016/j.jpowsour.2005.12.079,The results show that the as-prepared Cr-doped materials have a better cycle stability characterization than the un-doped one.,both,train
10.1002/smll.202003973,"These observations have confirmed the benefit of Mg- and Al-substitutions into the NVMP, which has suppressed the Jahn-Teller distortion effect and increased the covalency of the framework.",both,train
10.1039/c4cp04649h,"An improved solution-based carbothermal reduction methodology makes Na3V2(PO4)2F3 exhibit excellent C-rate and cycling performances, of which the Li-inserted voltage is evaluated by first principles calculations.",both,train
10.1039/c6ra06785a,"Further improvements are possible by (i) addition of fluorinated ethylene carbonate as an electrolyte additive to mitigate electrolyte decomposition (ii) synthesizing the cathode material by sol gel technique to decrease the crystallite size, thereby reduce the Na ion diffusion path lengths and (iii) in situ carbon coating during synthesis to increase the electronic conductivity of the material.",both,train
10.1016/j.jallcom.2019.152270,"The TiO2-x oxide coating did not change the charge and discharge behavior of NVOPF, but can significantly increase the specific capacity of raw materials.",both,train
10.1002/aenm.201702942,"In addition, the resulting coulombic efficiency was improved for the coated sample: 80% for the bare electrode and 84% for the NCP-Na2/3[Ni1/3Mn2/3]O2 electrode.",both,train
10.1016/j.jpowsour.2020.227957,The differential capacity plot for the 2nd cycle (marked in red in the inset of Fig. S7b shows better reversibility of the redox peaks due to a more reversible P2-OP4 structural transition.,both,test
10.1021/acs.chemmater.5b03276,Differences in modeling the pristine and D2O samples with neutron powder diffraction data included changes in peak shapes and increased number of background terms required for the D2O sample.,no,test
10.1021/acsami.7b15267,", Interestingly, the intensity of each reduction peak at 1.7-1.8 V gradually decreases, and a new peak appears at 2.0-2.1 V during cycling, which is attributed to the improved reversibility of the Mn3+Mn4+ redox reaction during the Na+-ion insertion/extraction process.",both,dev
10.1039/c6cc00065g,"As a result, the overall reaction kinetics of the Na3(VO0.5)2(PO4)2F2/graphene is greatly improved (Fig. 4d).",both,dev
10.1002/anie.201805555,"In the charge process (Figure 2 a-c), from pristine, Na2FePO4F, to C6, Na1.5FePO4F, the Na1 resonance gradually decreases, while the resonances at 615 ppm (Na1b'), and 320 ppm (Na1a'), start to appear and gradually increase, with the total amount of these three resonances remaining constant.",no,dev
10.1021/ja406016j,"However, the Na+-Vn+ distance in NaxVPO5F0.5 does not shorten, even in the intermediate state of path 2, over the trajectory of Na hopping; rather, it increases, as evidenced from NEB calculations (Supporting Information Figure S11).",no,train
10.1039/d1ta02789a,"To better understand these selectively active ORRs, we examined the net charge of O in different bonding structures with different vacancy contents (x) in Na1-x[Mn1/2Fe1/2]O2 to show which oxygen selectively contributes to the ORRs above x = 0.5.",no,train
10.1016/j.electacta.2019.04.183,"Because of the synergetic effect of the morphology optimization and element doping, the P2/O3-type NLFMO microspheres show the improved cyclic stability and rate performance compared with Li-free and irregular-morphology NFMO particles.",both,train
10.1016/j.jpowsour.2017.11.084,"Simply by replacing AB with MWCNT as electronic conductive additive during electrode preparation, the capacity retention of SnS electrode over 50 cycles is largely increased from 67% to 84% (Fig. 4 a).",both,train
10.1039/c7ta09260a,"The improved capacity diminishes on cycling, indicating irreversible changes occur during the first few cycles.",no,dev
10.1039/c7ta00727b,"They exhibited not only a high reversible capacity, close to the theoretical value at low rates after the first cycle, but also a superior rate capability of 77, 70, 66 and 65 mA h g-1 at 10, 20, 30 and 60C and an exceptional long-term cyclability over 10000 cycles at 10C and 60C, compared to those reported to date attributed to facile Na-ion migration resulted from the particle size reduction and increase in the surface area.",both,dev
10.1002/adfm.201705968,"A drastic decay in the capacity was observed when the applied current was greater than 0.5 C rate with bare Na2/3[Ni1/3Mn2/3]O2, whereas NaPO3-coated Na2/3[Ni1/3Mn2/3]O2 provided better capacity retention even at a rate of 10C (112 mAh g-1) and the capacity was maintained for 30 cycles.",both,dev
10.1039/c9ta11369j,"Conversely, the lower surface area and more ordered structures of CCD1000 increase its reversible capacity to 266 mA h g-1.",both,train
10.1002/cssc.201500155,"The enhanced stability of the MNC-10 sample results from the influence of the thicker ALD coating, which effectively eliminated the phase transformation and thus increased the cyclic stability of the MNC-10 electrode.",both,train
10.1039/c3ta15273a,"Moreover, a satisfactory capacity of 60 mA h g-1 was obtained when the charge-discharge rate was increased to 1 C.",both,train
10.1039/c3cc49856e,"In contrast, titanium-substituted samples demonstrate improved capacity retention even though the initial reversible capacity decreases upon titanium substitution.",both,train
10.1039/c8ta02067a,The dQ/dV plot and ex situ XANES analysis showed that an increase in the Ni content increased the operating voltage of the cell and made the Ni2+/Ni4+ redox active.,both,train
10.1039/c5ee01941a,"Furthermore, the amorphous domain of the PVdF-HFP increases with the addition of liquid electrolyte, which facilitates greater ion mobility.",both,train
10.1039/c8ta02067a,"Another notable improvement was observed in the rate capability of Na0.67[CuxMn1-x]O2 tested at a rate of 12C, which resulted from the improved electrical conductivity achieved using the Cu dopant.",both,train
10.1002/aenm.201803346,"We suggest that the smooth electrochemistry of P2-Na0.55[Ni0.1Fe0.1Mn0.8]O2 might be attributed to the formation of a highly stable framework, suppressing structural transitions during the sodiation-desodiation processes and resulting in improved cycling stability.",both,test
10.1002/aenm.202002737,"By using FEC electrolyte, Na2/3Ni1/3Mn2/3O2 cathodes deliver outstanding rate capability and cycle stability, that is, 86% capacity utilization as the current density is increased from 0.2-30 C, and 87% capacity retention after 2000 cycles at 5 C.",both,train
10.1039/c8nr02604a,"The typical discharge curves of pristine NNMO and NNMO@AlF3 at 0.5C and 1C shown in Fig. S2+ indicate that the AlF3-coating layer not only improved the rate capacity of NNMO but also alleviated the electrode polarization, and this superiority became more and more obvious with the increasing rates (0.2C to 0.5C, 1C).",both,train
10.1016/j.elecom.2019.106635,It is shown that the prepared electrolyte not only increases the capacity (129.9 vs. 122.5mAh g-1 of baseline electrolyte) of NaNi1/3Fe1/3Mn1/3O2 (NFM) cathode but also stabilizes the cyclability (70.8% retention after 500 cycles) of NFM/HC (HC: hard carbon) pouch cells.,both,dev
10.1016/j.jpowsour.2019.227515,"The superior electrochemical performance of Co0.1Fe0.9S2/Na11Sn2SbS11.5Se0.5-Na3PS4/Na all-solid-state sodium battery can attribute to the enhanced stability of electrolyte/sodium interface, improved Na+ ion transportation in the electrolyte and the employment of Co0.1Fe0.9S2 cathode which possess high capacity and alleviated stress/strain concentration during discharge-charge processes.",both,test
10.1039/c6ta08667e,"In order to improve the structural stability and increase the specific capacity of Ni-Mn based electrodes, substitution with Mg, Ti and Zn has been proposed for alternative high capacity materials.",both,test
10.1039/c8ta10860a,"The XRD, FT-IR, and ICP-AES results demonstrated that better structure maintenance of the CoHCF framework can be realized when Co2+ ions were added.",both,train
10.1016/j.jpowsour.2013.04.094,"Second, it induces the formation of a mesoporous composite which generally leads to a better contact between electrode material/electrolyte in electrochemical cells.",both,train
10.1021/acsami.7b15590,This is agreement with the improved rate capability of MFCM-4.,both,train
10.1039/c5ee00878f,"Notably, it is as expected that the capacity, the CE, and the cycling stability of S-Sb NRs are much better than those of A-Sb NRs, which is largely ascribed to more efficient ion transport, as well as more facile strain release in S-Sb NRs.",both,train
10.1002/adfm.201805444,"The resistance gradually decreases with the increase of the number of cycles, and this further shows the stability of the structure formed after the cycle.",no,dev
10.1016/j.jpowsour.2018.06.058,The optimal Na0.67Li0.2(Ni0.2Fe0.15Mn0.65)0.8O2+d shows the improved electrochemical performance with a high specific capacity of 151 mAh g-1 and 78% capacity retention over 50 cycles at 0.1 C (15 mA g-1).,both,train
10.1016/j.jpowsour.2019.05.066,Carbonization using an organic compound is considered better than other carbon-coating methods to improve the electrochemical performance of electrode materials because this process results in a uniform carbon coating on the surface of the particles.,no,train
10.1016/j.jpowsour.2015.10.087,The delivered capacity at 4C is only 3% lower than that obtained at C/5 but it drastically drops when the rate increases from 8C to 15C.,no,test
10.1039/c6nr00680a,"The difference between both samples increase as the potential decreases, which demonstrates the superior bulk reaction capability of bio-directed materials to the reference ones.",both,train
10.1016/j.ssi.2019.02.007,Electrochemical studies show improved performance of Na2.5Fe1.75(SO4)3 compared to Na2Fe2(SO4)3.,both,dev
10.1039/c3cp00070b,"Furthermore, it is expected that these performances may be further improved by optimizing the cell balance and structure.",both,train
10.1016/j.cej.2021.130547,"This simple modification could effectively alleviate the dissolution of transition metals, resulting in an improved electrochemical performance.",both,dev
10.1002/adfm.201903795,"Furthermore, we demonstrated that a Na0.9[Cu0.22Fe0.30Mn0.48]O2||carbon full cell with a presodiated carbon anode showed dramatically increase in capacity and energy density in comparison to the Na0.9[Cu0.22Fe0.30Mn0.48]O2||carbon full cell with a pristine carbon anode.",both,dev
10.1039/c8ta03967d,"Furthermore, the MSN//LFP full cell also presents excellent capacity retention along with the increase of current densities (Fig. 4c).",both,train
10.1016/j.electacta.2019.134693,"To increase the reversible capacity of sodium deficient materials, such as P2-type sodium layered oxides, in full-cells using hard carbon as anode, is a significant challenge which has been addressed in few earlier reports.",no,test
10.1039/c2nr32758a,"For example, minimization of LiFePO4 particle size to 40 nm will decrease the miscibility gap between the lithiated and delithiated phases, increase the equilibrium lithiation potential, and change the phase transformation mechanism fundamentally.",no,dev
10.1016/j.electacta.2019.06.020,"Then the electrochemical testing is performed between 2.0 and 4.3V, which shows a highreversible capacity and initial Coulombic efficiency, as well asthe cycling performance and rate performance of the P2/O3-Na0.67Ni0.33Mn0.57Sn0.05O2, P2/O3-Na0.67Ni0.33Mn0.57Sn0.1O2 and P2/O3-Na0.67Ni0.33Mn0.47Sn0.2O2 are better than pure phase material P2- Na0.67Ni0.33Mn0.67O2.",no,train
10.1016/j.nanoen.2017.07.018,"The detailed rate performance of the Na-balanced full-cell is presented in Fig. 4d, and is much better than the THT performance presented in Fig. 3b.",no,train
10.1039/c7cp02483e,"Compared with NFPO@C, NFPO@C@rGO shows better flexibility, and its surface is coated by reduced graphene oxide layers, as illustrated as the inset in Fig. 3g, which can further improve the electronic conductivity and prevent morphology collapse during cycling as a buffer.",both,train
10.1016/j.jpowsour.2018.07.003,"Apparently, MWCNT-wrapped SiP2 showed better electrochemical performance than SiP2 without MWCNT; besides, it also had higher specific capacity than that of pristine SiP2.",both,train
10.1039/c8ta00990b,The increased surface area can be attributed to the CNT additive.,no,train
10.1016/j.cej.2020.125725,"Especially, with an increase of Ti content, the charge/discharge profiles of Ti-substitution electrodes become smooth in the voltage range below 4.0V, and the 4.2V plateaus in the charging process become more inclined and better maintained.",no,train
10.1016/j.jpowsour.2014.12.083,"The impedance spectra of Na0.66Ni0.33-xZnxMn0.67O2 electrodes after 3 cycles and 50 cycles were measured to obtain more detailed information about the observed improved electrochemical properties, as shown in Fig.9.",both,train
10.1039/d0nj02210a,"This is because although the nano-sized particles can increase the contact area with the electrolyte, which is beneficial to high rate performance, they are prone to agglomeration during the electrochemical reaction, and there is a higher contact resistance, which greatly affects the performance of the material, but the micro-nano hierarchical structure can reduce the contact resistance between the material and the electrolyte while maintaining the high rate performance of the nanoparticles.",no,train
10.1039/c5ta09403h,"Although increased values have been achieved after carbon coating, the carbon-coated reference sample still exhibits a much lower specific surface area than the coral-like sample.",no,dev
10.1039/c7ta05680j,"We observe that with lower RCT, the calculated DNa+ increases; for example, NFPF-rGO exhibits much higher DNa+ accompanied by a smaller charge-transfer resistance.",no,train
10.1039/d0ta10238e,"As shown in Fig. S3,+ the AlOx-MPE separator delivers a larger mechanical strength limit of 108 MPa than the commercial PE separator (100 MPa), while the elongation of the AlOx-MPE separator is 180%, in contrast to the 125% for the PE separator, validating the improved mechanical strength and stretchability of the AlOx-MPE separator upon the AlOx modification.",both,test
10.1016/j.jpowsour.2017.12.073,The kinetic behavior is significantly improved and it is beneficial to reinforcing the electrochemical performance of F-doping composites.,both,train
10.1016/j.electacta.2018.07.087,"While the rate increases from 0.5 to 1, 2 and 5 C, the discharge capacity of full battery slightly decreases from 110 to 94, 88, 79 mA h g-1 gradually.",no,train
10.1039/c6ta07589d,The reversible discharge capacity is increased to 141 mA h g-1 when using highly conductive CNTs compared with Super P (128 mA h g-1).,both,dev
10.1039/c3ee40914g,"This factor, along with the much lower volume change on redox cycling, is undoubtedly responsible for the better electrochemical performance of the layered structure.",both,test
10.1016/j.ssi.2017.10.013,"In general, the resistance values obtained for electron transfer in m-ZnHCF are lower than those obtained for r-ZnHCF, which corresponds to an improved charge transfer process in m-ZnHCF.",both,test
10.1039/c7ta11180k,"Lithium doping has also been found to effect structural stability and electrochemistry, with materials such as Na5/6Mn0.75Li0.25O2, Na0.6Mn0.8Li0.2O2, and NaNi0.25Mn0.75Li0.2O2+d demonstrating improved capacity and rate capability performances, in addition to stepless voltage profile curves.",both,dev
10.1016/j.jallcom.2018.10.150,It suggests the better structural stability of MFCN-W than MF-W under the conditions of charge-discharge at high current densities.,both,train
10.1016/j.jpowsour.2019.227617,The specific capacity of the composite material increases during the first cycle even if the coulombic efficiency indicates a severe irreversible decomposition mechanism.,no,train
10.1016/j.electacta.2017.03.204,The better cycling stability of the composite electrode is attributed to the combined approach of particle size reduction and addition of MWCNTs to the material.,both,train
10.1039/c8cp06248j,"Although incorporated Cu2+ does not take part in the redox reactions of the battery cell, the refinement results indicate that the d-spacing of the Na+-ion diffusion layer is enlarged due to Cu2+ doping in the crystal structure, which results in better Na+ kinetics.",both,train
10.1039/c7ta09260a,"The lower temperatures and shorter heating times used by the biotemplating method offers the possibility to reduce energy consumption and associated environmental and economic costs during production, whilst simultaneously producing a tailorable product as a route to improved electrochemical performance.",both,train
10.1002/anie.202003275,"For the first time, we have reported a cation/anion dual doping sodium nitridophosphate material, Na3Ti0.5V0.5(PO3)3N, with an improved Ti3+/Ti4+ redox couple potential, using a combination of experiments and first-principles calculations.",both,test
10.1016/j.elecom.2013.07.004,The irreversible capacity gradually decreased with an increase in the cycle number and was negligible at 10th cycle.,no,train
10.1016/j.jallcom.2019.152581,The increase of sweep speed leads to higher peak current.,no,train
10.1039/c6ra22818f,"As presented in Fig. 4A, the charge-transfer resistance increases from the 5th to the 50th cycle and then the resistance is maintained until the 100th cycle, indicating the excellent structural stability of the electrode materials as well as a good electronic contact between the active materials and the current collector.",both,train
10.1002/smll.201907645,"After SiO44- substitution, the occupancy ratio at Na(2) site increases from 0.7090 to 0.7395, implying the increase of active Na+ and hence accounting for the higher Na-storage capacity as charging and discharging.",both,dev
10.1016/j.electacta.2016.09.003,The cycleability and rate performance of layered cathodes in LIBs had been greatly improved by the doping of potassium.,both,train
10.1039/c7ta00727b,"Compared to B-NFP, the 2nd discharge capacity of M-NFP-NPs is increased and was measured to be 95 mA h g-1, which is close to the theoretical capacity of NFP, indicating that one Na ion was inserted per formula unit cell during discharging, and the insertion of Na ions increased as the particle size was reduced to the nanoscale.",no,train
10.1039/c7cp02483e,"The discharge capacities of NFPO@C@rGO improve with the increase of current densities (20, 40 and 80 mA g-1), and those of NFPO@C after the high rate discharge become higher, which can be attributed to the activation of the materials.",both,test
10.1021/acsami.7b05326,"The disparity capacity increases at C/2, where the coated electrode has an average specific capacity of 105.6 mAh/g compared to 78.5 mAh/g for the uncoated electrode.",no,train
10.1021/acs.chemmater.7b02477,"The large portion of the anion group in the structure reduces the theoretical specific capacity; however, we find that the high ratio of V to P (1:3) substantially increases the voltage.",both,test
10.1039/c7cp02483e,"Based on eqn (1) and the slope values of the lines in Fig. 8b, the DNa+ values for the anodic and cathodic processes of NFPO@C@rGO are about two and four times higher than those of NFPO@C, respectively, suggesting that NFPO@C@rGO has a better dynamic performance of sodium ions.",both,test
10.1016/j.jpowsour.2019.03.031,"On the other h, Fig. 4b shows a gradually improved capacity retention and stable coulombic efficiency upon Ti addition: Na-NCM622, Ti1-Na-NCM622, and Ti3-Na-NCM622 retained 50%, 70%, and 87% of their initial capacities, respectively, after 100 cycles at 0.5 C.",both,train
10.1016/j.jpowsour.2014.12.083,The results demonstrate that Zn-substitution is an effective way to limit the increase of inter-particle contact resistance by suppressing any irreversible phase transformation at low sodium contents.,both,train
10.1002/advs.201500031,We believe that the rate performance can be further improved by doping other transition metals or decreasing particle size.,both,test
10.1016/j.electacta.2018.07.087,"Fig.S9 displays the EIS curves of NFVP@C after 1, 100, 500 and 1000 cycles, the impedance increases with the increased number of cycle, indicating that the capacity fading may be attributed to the increase of impedance.",no,train
10.1016/j.inoche.2020.107884,"It should be point out that when GN ratio is increased to 20%, the electrochemical performance deteriorates.",no,train
10.1002/anie.201607469,It not only increases the capacity of FeS2 but also promotes the rate performance of CoS2.,both,train
10.1039/c3ta12296d,"Such improved electrochemical performances in the capacity, coulombic efficiency, rate capability and cycling stability for the Na-LMO electrode are obviously attributed to the contribution of the Na-ion doping in the bulk lattice, which can effectively enhance the stability of the layered structure and enlarge the Li slab space, so as to facilitate the lithium ion diffusion.",both,train
10.1002/adsu.201700154,The electrical conductivities of FePO4 and NaFePO4 are also expected to be improved.,both,test
10.1021/acs.chemmater.5b03276,"Therefore, the structural stability of the current material is vastly improved compared to the unsubstituted Na0.66MnO2, in which the ex situ XRD study concluded that the original structure was not maintained during electrochemical cycling due to complex phase transitions throughout the process.",both,train
10.1016/j.jpowsour.2016.04.070,"More importantly, the greatly improved Coulombic efficiency (ca. 90%) was obtained for the DEC-added electrolyte with the FEC additive.",both,train
10.1039/c7ta03133e,"As a whole, the greatly improved rate capability and the high specific capacity can be attributed to the decreased polarization based on the improved intrinsic electron transfer and the Na ion transfer processes in the Y-doped NVPF samples.",both,train
10.1039/c6ta05330k,"Therefore, from a thermodynamics point of view, it is possible to achieve the full desodiation phase without any structural phase change, as well as with a fruitful redox potential that lies inside the electrolyte potential window.",no,train
10.1021/acs.nanolett.7b00889,great enhancement.,no,test
10.1002/anie.202003275,"The lattice spacings of the (111), (110), and (002) planes can be clearly observed and identified, indicating that good crystallinity can be well-maintained during the sodium insertion/extraction processes.",no,dev
10.1039/c4ra10346g,An amorphous carbon nanolayer was obtained on the surface of layered pristine material.,no,train
10.1039/c9nr10211f,"Furthermore, the CV curves in the subsequent cycles are almost overlapping with each other, indicating the good reversibility of VN/CNFs.",both,dev
10.1021/acs.jpcc.5b11983,The results make the multiple-phase composites promising candidates as high-performance electrodes for sodium ion batteries.,both,train
10.1002/advs.201500031,These outstanding performances of the air-stable P2-Na7/9Cu2/9Fe1/9Mn2/3O2 would pave the way for practical application in large-scale electrical energy storage with only environmentally friendly and low-cost elements.,both,test
10.1002/aenm.202001111,The P2-Na2/3[(Ni0.5Zn0.5)0.3Mn0.7]O2 delivered a first charge capacity of [?,no,train
10.1016/j.nanoen.2019.03.063,It can be seen that a crystalline Na3V2(PO4)2O2F precursor phase was obtained with water as the hydrothermal solvent while an amorphous precursor phase was obtained with ethylene glycol.,no,test
10.1016/j.electacta.2020.135783,This work could not only provide easy-scalable high-performance anode for SIBs applications but also open avenue to promote other electrode materials.,both,dev
10.1021/jp5117596,"As illustrated in Figure 9a, NaFe(H2O)2[BP2O8]*H2O shows high electrochemical activity vs Na in the first three cycles (~0.8 Na+ removal per formula unit upon reduction).",no,train
10.1039/c5cc01504a,"Furthermore, our solvo-thermal strategy assisted by phase transfer of this approach shows great promise for further preparation of other functional multicomponent compounds in addition to the current sodium vanadium fluorophosphates.",no,train
10.1016/j.jclepro.2022.131994,These results are in good agreement with the superior performance of ST-CT as an electrode for sodium-ion batteries.,both,test
10.1002/aenm.202002737,"Thus, the formation of a robust CEI and the use of a stable electrolyte are also essential to promote the long-term cycle stability of Na2/3Ni1/3Mn2/3O2.",both,dev
10.1021/acsami.8b02768,A sodium ion-conducting gel polymer based on poly(vinylidenefluoride-co-hexafluoropropylene) [P(VDF-HFP)] membrane can serve as both the electrolyte and separator.,no,train
10.1002/smll.202004925,"This novel architecture is composed of high-crystalline NVPF nanoparticles on the shell with spacious inner nanospace and numerous pores, which are formed via an Ostwald ripening mechanism under solvothermal conditions.",no,test
10.1002/advs.201800680,"Nowadays, layered transition-metal oxides (TMOs) and polyanion-type compounds are two of the most typical cathode materials used for SIBs.The TMOs, including b-NaMnO2, NaxFeyMnzO2, vanadium oxides, etc., are able to deliver higher specific capacity than that of the latter, but the cycling stability of polyanion-type compounds is much better.- Intrinsically, the polyanion-type compounds, represented by sodium superionic conductor (NASICON), possess stable 3D open framework for the rapid Na-ion migration.As known, Na3V2(PO4)3 (NVP) is the most typical NASICON cathode that has received extensive studies universally.",both,train
10.1039/c5ta03893f,The aim of the present investigation is to improve the electrochemical performances of SnS anodes for sodium-ion batteries using conventional organic electrolytes.,no,train
10.1021/ic300357d,"In addition to the layered oxide system, several materials have been reported as sodium insertion hosts so far, such as WO3, spinel-type oxides (Fe3O4, etc.), distorted MoO3-type iron fluoride (FeF3), iron phosphates, Na2FePO4F, etc. To our knowledge, the highest reversible capacity with a high operating voltage (>2.5 V) such as the positive electrode materials is reported by using sodium-nickel-manganese oxides, i.e., P2-type Na2/3Ni1/3Mn2/3O2 by Lu and Dahn's group.",no,train
10.1016/j.electacta.2018.03.058,In this research article P2-type layered sodium ion transition metal oxide Na0.7Ni0.3Mn0.59Co0.1Cu0.01O2 cathode material was synthesized using a citric acid assisted sol-gel method.,no,train
10.1016/j.colsurfa.2019.123957,"Herein, we demonstrate maricite NaFePO4 nanoparticles encapsulated within ultrathin carbon coating (NFP@NPCM) used as cathode material for SIBs via a sol-gel method.",no,test
10.1016/j.jallcom.2019.153587,"Finally, a black powdery NVP/C-Ag composite was obtained.",no,dev
10.1016/j.jallcom.2018.10.150,"According to the X-ray diffraction (XRD) patterns of the fresh MF-P and MFCN-P samples prepared from the standard solid-state reaction method (Fig.S1 (a and b)), they matched well with that of standard PDF card, No. 00-027-0751, suggesting the successful formation of a P2-type crystal structure with P63/mmc space group for both samples.",both,train
10.1016/j.electacta.2019.06.020,"In brief, the biphasic material is more conducive to the diffusion of sodium ions.",no,train
10.1002/celc.201800883,"If the structure is more stable and more suitable for the diffusion of sodium ion, the higher capacity at high current density can be achieved.37 This is in good agreement with the SEM results, the SHP is difficult for the diffusion of Na+ due to the agglomerating of crystals, which leads to the low discharge capacity at 2400 mA g-1.",no,dev
10.1016/j.nanoen.2015.02.022,The initial charge capacity was 563uAh.,no,test
10.1039/c6ta05330k,"This strategy could create some degree of disorder in the Na sublattice of the half sodiated compound, NaFe(SO4)2, hence increasing the diffusivity at low concentrations as discussed by Mo et al.",both,dev
10.1021/jacs.7b00164,Previous work by Dahn et al. on a lithium layered oxide containing TM vacancies showed that high irreversible capacity was associated with oxygen release.,no,train
10.1002/adfm.201801917,]1.6 nm) were delicately encapsulated in porous N-doped carbon nanofibers for the first time via an electrospinning technique.,no,train
10.1016/j.jpowsour.2019.03.031,"The cathodes were fabricated by blending the Na[Ni0.6Co0.2Mn0.2]O2 and Ti-doped Na[Ni0.6Co0.2Mn0.2]O2 cathodes (85 wt%), Super P carbon black (10 wt%), and polyvinylidene fluoride (5 wt%).",no,train
10.1002/adfm.201603439,"The new cathode materials reported herein, which are different and novel compared to any sodium inserting materials reported before, mark a pronounced step forward in developing new cathodes for Na ion batteries, demonstrating higher capacity, higher rate capability and higher physical strength compared to previously presented materials.",both,train
10.1016/j.jelechem.2020.114187,"In this work, Na2FePO4F/C nanocomposite (NFPF/C-PG) has been synthesized via liquid route using polyfurfuryl alcohol (PFA) as grain size controller followed by solid-state reaction using glucose as carbon sources.",no,train
10.1002/aenm.201903006,Our calculation results demonstrate that both structures become more stable with higher Na and Mn contents in the same crystal structure system.,both,train
10.1016/j.ssi.2017.04.015,Na3V2(PO4)3/C@N-graphene composite was fabricated through the hydrothermal route combined with sol-gel as previously reported and followed by a rapid microwave heating route.,no,test
10.1016/j.carbon.2019.02.004,"After the first charge, the discharge capacity of the NFP@C-eCC electrode reaches 142 mAh g-1, corresponding to the intercalation of 0.92Na+ per formula unit.",no,train
10.1021/cm300466b,"LiNMC electrodes show a sustained reversible capacity of 200 mAh*g-1 vs Li at a voltage greater than 4 V, which is mainly associated to the Ni2+=Ni4+ redox process.",both,dev
10.1016/j.jallcom.2019.153222,Binary metal chalcogenides are also attractive anode materials for Na-ion batteries due to their excellent sodium storage capability and long term cyclability.,both,train
10.1039/c7ta04515h,It can be observed that the initial capacity of Na0.67MnO2 at 1.0C is higher than that of Na0.67Fe0.20Ni0.15Mn0.65O2.,both,test
10.1039/d0ee01569e,We demonstrated the first stable room-temperature operation of a 4 V-class hydroborate-based all-solid-state battery.,both,train
10.1002/adfm.202010500,"Our contribution provides inspiration in the design of novel electrolyte additives for protecting the electrodes during cycling and improving the cycling performance of SIBs, which paves the way to the practical application of SIBs in the near future.",both,dev
10.1039/c7ta08443a,"The estimated energy density of the cell consisting of an Al2O3 coated Na[Ni0.6Co0.2Mn0.2]O2 cathode and a hard carbon anode was about 130 W h kg-1 (Table S4+), making the Al2O3 coated Na[Ni0.6Co0.2Mn0.2]O2 cathode very suitable for the development of high energy density rechargeable batteries.",both,train
10.1016/j.matlet.2019.07.001,"The weight ratio of P2-Na2/3Fe1/2Mn1/2O2, acetylene black, polyvinylidene fluoride (PVDF) was 8:1:1.",no,train
10.1002/adfm.201705968,Earlier work by Yabuuchi et al. demonstrated that P2 Na2/3Fe1/2Mn1/2O2 can deliver a capacity of [?,no,train
